0,1.6825,2.8706,1.0235,1.3726,1.5261,1.8596,1.9596,1.492,0.85018,2.6902,1.9763,1.6233,2.285,1.3801,1.6939,0.68084,1.3705,1.0793,0.99661,1.1592,2.6148,1.1106,2.2203,1.7891,2.0542,1.6657,1.8272,1.27,2.2688,1.1937,2.0441,1.9016,2.2204,2.5098,1.9696,2.2498,1.4954,2.6565,1.6429,1.5581,1.4932,0.76054,2.0813,1.3543,1.8886,1.5069,0.54246,0.93951,2.7104,2.2431,1.1509,0.87731,1.5513,1.4946,1.0047,1.1475,2.643,1.6545,4.8048,3.3647,3.1167,2.4199,1.8015,2.8877,2.235,1.252,2.455,2.5267,2.0208,2.4519,2.1526,2.0762,2.1816,2.3391,3.5497,2.7389,3.3382,1.9154,1.9383,2.4796,2.0267,2.9085,3.199,1.8805,2.2929,2.9846,2.7086,2.7875,2.7441,3.9797,3.3403,4.0308,1.4682,2.3566,2.0264,2.2723,2.1543,1.8494,2.3482,2.7739,3.2139,1.8404,2.6652,2.0112,3.2079,2.6025,2.0442,2.7968,2.0842,2.4421,3.4469,3.0868,3.2481,3.1067,3.5697,2.6174,2.1103,3.8797,2.3515,2.8649,3.332,3.3439,2.6576,2.3376,2.5807,3.3294,3.954,2.4215,2.4667,2.7389,3.1119,3.4674,3.0757,3.5857,4.2566,3.6233,4.2791,3.899,3.4705,4.2142,3.1333,3.323,3.1763,2.7444,2.9632,4.8175,4.4715,2.8221,3.5389,3.5915,3.2397,2.6909,3.2159,3.7211,3.6666,4.6101,4.754,3.1949,4.2073,3.4412,2.7951,3.0625,2.7428,4.2434,3.0864,2.6375,3.1945,2.9079,3.5227,5.1206,4.6046,2.4804,4.3368,3.6148,3.7286,2.3874,2.9586
1.6825,0,3.2677,2.0991,1.8698,2.5139,3.2465,2.3014,2.2261,1.7462,3.7415,2.4502,1.5442,3.0441,2.2111,2.1187,1.6029,1.9447,1.6357,2.2609,1.6144,2.2794,1.3255,2.0709,1.7756,2.2442,2.5862,2.4413,3.0583,3.5703,3.4291,3.1597,1.8562,3.5715,3.4925,1.9433,2.5579,2.0863,1.8922,3.0651,1.3641,1.8847,2.166,2.96,2.4012,3.5811,2.1411,1.9268,2.5136,3.0767,3.1646,1.3266,2.4213,2.3583,3.0482,1.9951,2.5301,2.9712,2.6269,5.0594,2.8233,2.8942,2.918,2.9382,3.0674,2.1017,2.2607,2.3819,3.061,3.531,2.6699,4.5547,1.8236,4.1567,1.3541,2.3468,3.4701,3.7328,2.7589,2.4404,1.9933,2.2204,2.0151,3.9414,2.5125,3.0007,2.8707,2.8485,2.3888,2.9636,3.6625,3.3284,3.4685,2.4386,3.0839,2.81,2.3392,2.1573,3.1088,3.9024,2.1659,2.4819,2.3081,2.5763,1.9838,3.5723,2.3146,1.5776,1.6045,3.3756,3.4626,3.1728,3.4775,3.4049,2.9259,3.1229,2.6495,1.7674,4.001,3.1898,2.1434,3.963,3.5075,2.9536,3.0042,2.5219,2.989,4.6061,3.6789,3.1592,2.8109,2.5472,4.2387,3.0564,3.7422,3.5275,4.0077,3.1287,4.4765,3.0957,3.6696,3.3162,2.7478,3.4069,3.8365,3.4975,4.6777,5.3077,4.3284,3.7388,3.8435,4.1316,4.5598,3.7874,3.5062,4.8338,4.3567,5.2792,4.4724,5.7882,2.9237,3.4084,3.2973,3.3106,5.4473,4.4336,3.3212,3.6096,4.0262,4.5184,3.9245,4.8907,3.3259,4.9245,4.5347,4.0431,3.471,3.1847
2.8706,3.2677,0,2.3364,2.689,2.1701,2.2847,1.296,2.3785,2.7553,2.7305,2.973,2.5444,1.5538,1.6703,2.363,2.3555,3.1306,2.8506,3.3318,1.8637,1.3966,1.756,3.4762,3.4743,2.2933,3.2348,1.5996,1.9917,1.9335,2.1736,0.97215,1.3684,1.8302,2.074,1.1736,1.4921,1.9848,3.6036,2.7552,1.4389,1.7919,3.1617,2.3948,1.473,3.4389,1.7304,2.4017,1.7436,1.7622,1.733,3.412,4.0685,2.6835,2.0332,1.6672,2.1558,1.4542,2.6263,3.7579,3.1342,2.5772,3.3219,2.872,4.2048,3.296,4.0569,1.8799,3.5893,3.3979,3.3342,3.4454,3.2423,1.7296,2.3541,2.7423,2.4332,2.2359,3.0899,2.4373,3.2794,2.8648,2.8713,4.2855,3.4291,2.3015,3.8468,2.3631,2.4845,2.708,3.5302,2.725,2.6317,3.5891,3.4688,3.5086,3.0268,2.2875,2.2995,2.0515,3.48,3.2201,3.0369,3.2175,3.054,2.6284,2.9596,3.0336,3.345,3.5796,2.5208,1.5728,3.6509,3.1102,2.9409,2.7587,2.1112,2.8356,4.7612,2.2424,1.812,3.922,3.2856,2.9288,3.0193,3.0384,2.729,2.5986,3.7242,4.2174,2.8361,3.8549,3.586,2.5765,2.712,3.3194,3.9391,3.4931,4.2775,3.5732,4.0758,2.6748,4.1887,3.6,3.924,2.805,3.7992,3.9724,4.0007,3.3553,2.8613,3.5233,3.7387,3.3542,4.0737,4.411,2.7982,5.0231,3.7017,3.0781,3.6044,3.4768,3.6701,4.2112,4.2508,4.487,3.3998,3.3722,3.6635,2.2738,2.3687,3.6049,3.7948,4.2293,3.4641,4.2129,4.51,2.9949
1.0235,2.0991,2.3364,0,2.3321,1.8454,2.9558,1.6109,1.1321,1.4512,3.5167,2.1865,1.6932,2.626,0.71129,2.5968,1.1832,2.1154,1.4672,1.7271,1.8272,2.9584,1.3602,3.0731,3.5121,2.4062,2.5,2.0728,2.2773,3.2541,1.6974,1.4862,2.3025,1.9551,3.5439,1.6768,2.7796,1.9506,3.4368,1.9301,1.4181,1.2931,0.79287,2.2818,1.9668,2.5309,2.4962,1.6042,1.1368,2.3282,2.2767,1.9939,2.0474,1.7554,2.421,1.7053,0.68273,1.8097,2.2232,5.0611,3.6191,3.8137,3.0918,2.4223,4.8072,2.4253,3.0166,3.2235,3.7773,3.2425,3.5661,3.4414,3.0963,2.8661,2.297,4.7582,3.5875,4.3163,3.0687,2.8016,3.3531,3.535,3.885,4.7761,2.7501,3.4197,4.5889,3.5016,3.5715,3.5113,5.4925,4.1669,4.0951,3.3043,3.5583,3.7252,3.9319,3.407,2.7048,3.2416,3.7506,4.4881,3.1528,3.7395,3.1162,4.3387,4.6638,3.199,3.5388,3.9574,3.011,3.7708,4.4773,3.4748,4.4107,4.0801,2.8617,2.3257,5.0337,3.4139,3.3777,4.1811,4.1934,3.4345,2.9841,3.0135,4.0959,4.5992,3.6217,4.2166,3.2322,3.2546,4.1594,3.8396,3.9736,5.0595,4.8615,4.5031,4.9782,4.5291,5.0193,3.0602,4.7587,4.0946,4.5042,4.3057,5.2522,5.0024,4.0214,4.0005,4.0751,4.0942,2.7424,3.2768,4.7782,5.3729,4.1639,5.1455,3.2967,4.5044,3.9257,3.1266,4.6799,3.7531,4.7289,4.8727,2.6431,3.737,3.8469,4.1652,5.1533,5.3902,2.6064,4.905,4.4952,4.4165,4.0129,3.2696
1.3726,1.8698,2.689,2.3321,0,2.2199,3.6096,2.4166,2.5302,1.9061,2.7533,3.6637,1.7432,2.9958,2.5311,2.2058,1.1789,1.2102,2.4783,1.6267,2.3711,1.8226,2.0161,2.1475,1.5911,1.4981,2.3519,2.1369,2.2365,2.712,2.2669,2.1833,1.9658,1.7721,3.7456,2.0976,1.7043,1.0605,3.1943,2.1362,2.0541,1.7445,2.1091,2.2365,1.6134,2.0922,1.216,1.8795,2.4805,2.8785,2.68,1.45,2.48,2.3103,1.9902,2.0107,2.5729,3.2906,2.829,5.5144,2.563,2.0866,2.4654,2.9773,2.8958,3.0516,1.5118,1.7464,2.2367,3.7935,2.121,2.7852,1.882,2.5671,2.1779,2.6694,3.2635,2.6903,3.0858,2.1314,2.8811,1.9532,2.0408,1.6887,2.2547,1.0416,2.689,2.3927,2.3976,2.5057,3.6042,2.2318,3.4565,2.009,2.7891,1.551,1.7497,2.2334,2.4501,2.2048,2.6077,3.2659,1.7867,1.2815,1.4731,2.759,1.6665,1.1712,2.7853,2.4868,1.9534,2.6051,1.8588,3.3744,2.0862,2.8961,2.2068,2.2721,4.0929,2.48,2.4168,2.4575,2.3863,1.4601,2.4092,2.2635,3.1397,2.3452,2.1891,1.828,2.4397,2.7778,3.8931,2.0126,2.975,4.0743,2.5259,2.3088,3.7197,2.6032,3.4491,3.6799,1.7894,2.4911,3.1196,1.8049,4.1022,3.9113,3.2358,2.4756,2.6753,3.1941,2.8204,3.297,3.4637,3.1055,4.2363,4.6576,3.449,3.8625,1.4556,3.2453,1.4242,3.0883,4.2793,2.6164,1.9634,2.2517,2.1137,2.2959,4.0029,4.3705,3.0533,4.3205,3.6536,2.983,2.0896,2.2602
1.5261,2.5139,2.1701,1.8454,2.2199,0,1.4205,1.6793,2.9965,1.8533,1.7925,1.9492,3.1081,2.1269,1.6645,0.80999,0.75387,1.3873,1.1875,2.8643,1.9751,2.4594,2.6224,2.3039,2.8857,2.4752,1.8071,2.5649,2.4822,2.0372,1.5074,1.4777,1.5725,2.0536,2.0665,1.9455,2.8528,1.2379,3.4452,1.7693,1.7656,1.7659,1.8042,3.6415,1.3523,2.3358,1.9526,1.9069,1.4355,2.2314,1.1301,1.1585,1.6587,1.4783,1.88,1.0383,2.4335,1.1338,1.2206,4.1781,3.8446,2.7865,2.485,2.1058,3.3035,2.505,2.3069,2.7178,2.2561,3.0922,2.9362,2.44,3.8988,2.5471,2.573,3.1587,2.5647,3.1755,3.1686,2.0148,2.6161,2.3843,2.5291,4.0855,3.7338,3.0516,3.5452,3.013,2.4927,2.8636,2.6349,3.7476,3.8929,2.692,3.0527,2.4003,3.2544,3.2438,1.7247,2.1492,2.2225,3.4379,1.741,3.4039,1.988,3.7142,2.7365,2.8496,3.0477,3.2886,3.4899,2.8798,2.9108,3.4461,2.999,3.5691,3.4401,3.0399,4.1221,3.0925,2.7309,4.729,2.6464,3.2442,3.0662,2.6616,3.0673,2.9316,3.488,3.0499,3.2646,3.2867,3.0349,3.0757,3.0995,3.5834,4.3991,3.932,3.6254,2.4992,4.3153,2.8877,3.052,2.2908,3.0627,2.6111,3.6301,4.0188,2.762,3.3846,3.8737,3.1096,3.3089,4.0341,3.008,3.5728,4.2678,4.2784,3.1552,2.8918,3.4774,3.0872,2.9987,3.4455,3.1024,2.8473,2.8975,3.4886,2.5325,3.0314,4.133,4.6503,3.1786,4.305,3.3393,2.8054,2.421,3.0476
1.8596,3.2465,2.2847,2.9558,3.6096,1.4205,0,1.6776,2.8631,1.6169,1.6792,1.6495,3.2665,1.2577,2.5544,0.88103,1.9264,2.4827,1.4061,3.0107,1.0442,2.5669,2.0033,2.4817,2.3316,2.456,1.7718,1.8087,1.8248,1.8625,1.3386,2.2793,1.7624,3.5283,0.73483,2.0887,2.3148,2.4414,2.9584,3.0454,2.6176,2.7095,2.8318,2.6753,1.5374,2.6123,2.0105,1.4838,1.2296,2.1799,1.9136,2.2595,1.5722,2.9764,2.0982,0.70789,2.6789,1.7868,1.2735,3.7029,4.1853,3.09,2.747,1.6982,2.3392,2.7162,3.0965,2.5656,2.3876,2.3987,2.8299,2.2428,3.8534,2.3432,2.6633,3.6124,1.7925,2.8132,2.0724,2.0506,2.7045,1.5894,3.1674,4.0316,3.2715,3.5737,3.4012,2.9567,1.9524,2.5954,2.187,3.5361,3.4765,1.8764,2.4851,3.469,2.8138,2.1085,1.8842,2.6433,3.2007,2.4976,2.4091,3.6595,3.0374,2.5623,2.2463,3.1328,2.7205,2.1554,3.9787,2.5757,4.1264,3.4533,2.3547,3.8823,3.1415,3.1243,3.3968,1.9456,3.1921,4.9239,3.6958,3.962,3.6421,3.1052,2.8946,3.7721,4.0498,3.5441,3.1212,3.3763,2.8395,3.2276,3.178,2.6243,4.0375,4.7266,2.8207,2.5331,3.9541,2.3393,3.9465,2.5419,2.0477,2.8918,3.7154,3.3616,2.2726,3.8004,4.7082,3.8073,3.802,3.9072,2.9738,2.816,3.6614,3.6389,3.7587,3.4134,4.3958,2.736,3.2277,2.7803,3.1705,3.2414,3.9122,3.8671,3.2863,3.0605,3.4192,3.4807,2.9033,3.3385,2.8986,3.2472,3.2298,2.9465
1.9596,2.3014,1.296,1.6109,2.4166,1.6793,1.6776,0,1.3976,1.2307,1.7237,1.5024,1.8854,1.4152,1.5212,1.5209,1.5858,1.5788,1.8699,1.7562,1.383,1.9832,1.0886,1.6272,2.1296,1.1348,1.5308,1.3175,2.4555,1.4631,1.5721,1.1566,1.0704,1.5941,1.7545,0.45978,1.4225,1.4786,1.8503,1.8128,1.7473,1.6155,1.8705,1.6351,1.3255,1.8534,1.8247,2.3178,1.3561,0.77975,1.386,2.1423,2.7156,2.075,1.5682,1.3502,1.3028,0.83761,1.5345,2.9059,2.2172,2.5959,1.9899,1.9639,2.8569,1.8683,3.9182,1.9434,2.7581,2.7623,2.0384,2.4592,3.2465,1.9615,1.5647,2.9509,1.8664,2.3313,2.3394,1.6858,2.947,2.4222,2.2027,3.5547,2.5599,2.5206,2.9943,2.5011,1.7765,2.1577,2.6226,2.6299,2.114,2.6372,2.5416,3.5565,2.6506,2.3512,3.1031,2.3023,2.9457,2.3638,2.3708,2.563,2.4739,1.9674,2.8479,2.4456,2.5333,2.7844,3.0826,1.4598,3.2434,2.1331,2.2968,2.4774,1.7173,1.7186,3.7725,1.8738,2.3747,3.0315,2.5684,2.7904,2.7162,1.6362,2.3276,2.4196,3.4339,3.9783,2.0911,2.2955,3.6803,2.4017,3.4468,2.8939,3.6732,3.1089,2.4121,3.0443,2.205,1.5398,3.0479,2.2447,3.4137,2.8043,3.0809,2.6849,3.3137,3.1614,3.4979,3.7557,2.7239,2.7767,2.7573,3.9311,2.1571,2.7432,3.1193,2.7725,2.9619,2.2945,3.3645,3.1903,2.5895,4.0131,2.2018,2.7164,2.4728,2.4881,2.076,3.2354,2.2855,3.278,3.0049,2.7738,3.9552,2.686
1.492,2.2261,2.3785,1.1321,2.5302,2.9965,2.8631,1.3976,0,1.2517,3.4322,2.2144,1.0487,1.7887,1.3852,2.7628,1.799,2.2063,2.0422,1.0253,1.8608,2.9947,0.70618,3.2539,2.5503,2.4177,2.3952,1.1007,1.967,2.3501,1.9024,1.8027,1.6814,1.9283,2.6624,1.5811,1.9693,1.8269,1.7553,2.1042,1.6562,1.6693,1.3778,1.1805,1.7808,2.1373,2.0503,1.5206,1.1008,1.8209,2.5673,2.8724,2.2924,2.128,1.6871,2.1248,0.45262,2.7199,2.2466,3.4239,2.1323,2.668,1.825,2.0761,3.8112,2.016,3.0466,2.44,3.0323,2.7492,2.2191,2.8738,2.3439,2.8361,2.6302,3.6238,2.349,3.611,1.8574,2.6473,3.4089,3.4012,3.2096,3.4071,2.2492,2.5535,2.8875,3.2193,2.8349,3.3819,4.2625,2.9619,2.6169,2.6363,3.2324,4.0815,3.0874,1.7968,3.2026,2.6812,4.1656,2.8483,3.1191,2.5166,3.3754,2.676,3.7703,2.3693,3.4305,3.0621,2.5823,2.7871,3.6654,2.7659,3.6248,3.0946,1.8291,1.8834,3.9699,2.2246,3.1582,3.4969,4.2731,3.3394,2.8373,2.7559,3.1002,4.2291,3.08,4.42,2.0175,2.6792,4.2748,2.5988,3.7829,3.7631,3.6136,4.1056,3.3174,4.875,3.2251,2.5913,3.7349,3.8121,3.9594,3.4966,4.3565,3.4813,3.3115,3.4403,3.6238,3.9651,2.6601,2.0844,3.5231,4.5451,2.4611,4.2464,3.2281,3.8439,3.2784,2.1272,4.2287,3.253,3.6694,4.4625,2.5399,3.0318,3.6997,3.8884,3.854,3.8064,1.8145,3.5929,3.6731,4.2626,4.425,3.0932
0.85018,1.7462,2.7553,1.4512,1.9061,1.8533,1.6169,1.2307,1.2517,0,1.5597,1.6291,1.0204,1.5944,1.4439,1.5769,1.2382,0.81741,1.1318,0.75602,1.1767,2.6519,0.8937,1.2502,1.0171,1.6157,1.0805,1.4411,2.0445,1.4451,1.0526,1.9339,2.0488,2.8989,2.2738,1.0761,1.9352,1.8106,1.3859,2.0843,2.1024,1.9463,0.96138,1.3536,1.5498,2.0422,1.3566,0.9375,1.0512,1.5538,1.4314,1.1801,1.1466,2.1251,1.4116,0.85496,1.1861,2.0123,0.8027,3.5216,2.8724,3.107,1.9896,1.1756,1.9366,1.4388,1.641,2.1953,3.0633,2.6146,1.9291,1.8551,2.3845,2.6777,1.3476,3.4733,2.0802,3.4347,1.9143,1.6726,2.915,1.4129,2.4281,3.0108,1.3195,2.5572,2.6486,2.9269,2.2732,2.2014,3.0351,3.2487,3.5191,1.3436,1.829,3.2211,2.4554,1.765,2.4431,2.2551,2.3724,2.3242,2.2806,1.9862,2.2557,2.4268,2.2667,1.9968,2.1076,1.3511,2.2523,2.2858,3.3752,2.0335,2.1785,2.8866,2.022,1.8071,3.162,1.9561,2.6153,2.4847,3.4294,2.289,2.0541,1.6106,2.2027,3.372,2.538,2.7155,2.1885,2.5208,3.8456,2.7736,3.8086,3.5242,3.528,3.8952,2.4328,3.2825,2.7001,2.6879,3.2668,2.367,2.9063,3.01,4.4391,3.2224,2.9833,3.8848,3.8828,3.4876,2.5338,2.6687,2.8166,3.2116,3.4826,3.0527,2.9867,3.069,2.7211,2.7907,3.296,2.8753,3.0176,3.459,2.2655,2.6553,2.0926,3.0975,3.8237,3.2144,2.1616,3.8401,3.422,2.9783,3.0543,2.9385
